商家名稱,地址,營業電話,營業時間,網址,描述,類別
寶島野孩子戶外探索,106 臺北市大安區忠孝東路四段270號7F,營業電話：0937423945,營業時間：週一-週五 8:00-17:00,https://www.fwa.com.tw,"寶島野孩子戶外探索公司創立目標，透過整合台灣各地專業戶外團隊，帶領學員探索台灣戶外之美。 服務理念是玩的安全 、玩的開心，學習專業技能。 為了安全與專業，寶島野孩子團隊教練必須具備政府核可之相關證照： 救生教練、救生員證、體育署各種水域活動教練證、國際潛水教練證、國際滑雪教練證等，希望讓專業教練受到重視, 讓活動更加安心。 我們提供優質的戶外休閒娛樂產品與服務，包括SUP、衝浪、浮潛、自由潛水、山野探索、滑板...等，整合各類戶外活動，創造優質的休閒產品與服務，提供健康快樂及安全的休閒方式，讓美麗的台灣，用不一樣的方式被看見。 動滋券適用品項：",
上上瑜珈,106 臺北市大安區忠孝東路3段136號7樓,營業電話：0225630833,營業時間：9am-9pm,https://yogaups.com,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
萬興國小運動中心,116 臺北市文山區臺北市文山區秀明路2段114號,營業電話：0963292752,營業時間：周一到週五  16:00-22:00 周六日08:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,坐落於巷弄內的精緻運動場館，文山區少有的運動休憩空間，提供游泳池、籃球場、羽球場、韻律舞蹈教室等相關運動空間，定期舉辦多元豐富的相關課程 動滋券適用品項：,
Power Fit運動工作室,111 臺北市士林區大北路72號1樓,營業電話：0228836680,營業時間：周一至周六08:00~23:00，例假日08:00~22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
力坊體適能,106 臺北市大安區忠孝東路3段203之2號2樓,營業電話：0227739527,營業時間：不固定,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
好時光女生運動樂園 古亭樂園,100 臺北市中正區南福里南昌路２段５３號１樓,營業電話：0223512878,營業時間：10:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,☆運動輕鬆上手，邊動邊笑沒煩惱☆女性專屬，妳最好玩運動新體驗☆空中瑜伽、皮拉提斯、zumba、TRX 任妳選☆ 動滋券適用品項：,
大安運動中心穿楊射藝射箭場,106 臺北市大安區辛亥路三段55號4樓,營業電話：0227323682,營業時間：9:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,專業30M射箭場，位於大安運動中心4樓，提供射箭領域全方位的諮詢，無論是傳統弓、反曲弓、複合弓教學，器材維修，調整與租借，買賣，國內外比賽參訪，活動規劃與支援，教練團隊皆有相關領域專業證照，超過十年教學經驗，從競技體育到休閒文化，將給您最專業的服務。 動滋券適用品項：,
大安運動中心,106 臺北市大安區辛亥路三段55號,營業電話：0223770300,營業時間：06:00-22:00,http://daansports.com.tw/,台北市大安運動中心暨和平籃球館係由長佳機電股份有限公司營運，大安運動中心隸屬台北市政府，位於大安區，其設有一樓游泳池、二樓教室區、桌球場、三樓綜合球場(藍、羽球場)、四樓多功能戶外運動場，地下停車場有汽車50格、機車114格等服務設施，對外負責推廣全民運動之目的。 動滋券適用品項：,
聚光運動Spotlight Fitness,105 臺北市松山區南京東路四段107號9樓之1,營業電話：0981539160,營業時間：09:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,�運動相「聚」，生活發「光」� 「Light up your Life！是聚光運動致力達成的目標」 聚光運動為綜合性運動空間 ✨讓你安心運動的場所：無綁約｜無會籍制｜自由選擇課程方案ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ ▪️客製化私人訓練、企業包班課程 ▪️綜合性團體運動課程 ▪️自由教練場地租借 📍小巨蛋捷運站5號出口（走路3分鐘） 🔗官方Line：@166umyge 動滋券適用品項：,
前港克強公園游泳池,111 臺北市士林區前港街45號,營業電話：28805598,營業時間：05:30~22:00,https://winpoweryouthpark.com.tw/,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
葉涵妮舞蹈學苑,114 臺北市內湖區成功路四段54號3樓,營業電話：0227909525,營業時間：預約,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,葉涵妮舞蹈學苑成立於1999年，創辦人葉涵妮老師自美國艾文艾利舞蹈學校(The Ailey School) 畢業後，回台致力於兒童舞蹈教學，以紐約學習經驗為基礎，發展出一套富啟發性的教學方式。 動滋券適用品項：,
熊WIN網球,104 臺北市中山區南京東路二段150號9樓97室,營業電話：0965822680,營業時間：9:00-21:00,https://www.bearwin.net/4,網球帶給學員的不只是球技， 更是累積能運用於生活的資產 熊WIN採用引導式教學，在球技成長的同時培養學員的五心 。 開心- 利用開心的心情去面對困難與競爭 專心- 面對困難越能夠專心處理 上進心- 課程中引導學員自我思考而形成上進心 同理心- 團體課程中學會團隊合作的同理心 自信心- 因學習網球過程中，成長而帶來的自信心 熊WIN的五心教學，不只能讓學員打好球，也能在這個如同賽場的生活中，帶來正向的態度與競爭力。 沒有教不會的學員 教學並不只是讓一群學員站在一起揮拍，熊WIN的教練以同理的角度、為學員量身定制各個階的教學內容，我們站在學員的旁邊一起向前走。 動滋券適用品項：,
潛意識自由潛水,100 臺北市中正區新生南路一段140巷10弄2號2樓,營業電話：0975721511,營業時間：11:00-20:00,https://www.instagram.com/divingmindtw?igsh=MWdkNGxmdmJsdGZvbw==,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
潛意識自由潛水實業社,100 臺北市中正區新生南路一段140巷10弄2號2樓,營業電話：0975721511,營業時間：11:00–20:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,潛意識 心靈深處被壓抑無從意識到的慾望 自由潛水 一口氣的片刻滿足心靈深處的慾望 兩者的結合造就 潛意識DivingMind 動滋券適用品項：,
F45內湖/北大安,114 臺北市內湖區臺北市 內湖區 港墘里瑞光路３５８巷３８弄１號１樓,營業電話：0933669997,"營業時間：平日9:00-21:00,假日9:00-15:00",https://f45training.tw/northdaan/schedule/?lang=zh-hant,"來自澳洲的國際性運動品牌,課程皆以團體課為主,從進門暖身到運動結束只要45分鐘,屬於高間歇性運動課程！ 一堂課能燃燒500大卡！對於增肌燃脂相當有幫助, F45內湖/北大安,不僅是運動會館,更是一個社群.大家庭, 讓來運動的人不僅維持體態.身體健康.也能感受到團隊滿滿的正能量！ 動滋券適用品項：運動場館-健身",
弄舞運動空間,115 臺北市南港區興中路68巷12號,營業電話：0226519557,營業時間：10:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
正能量Fitness,114 臺北市內湖區西湖里內湖路１段３２２號２樓,營業電話：0287972666,營業時間：9:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
崑合碩旅行社有限公司,100 臺北市中正區茄苳路125號8樓,營業電話：0223619575,營業時間：星期一至星期五   早上08:45至晚上18:00,https://www.qhtravel.com.tw/event/index/2491633661102,崑合碩旅行社是由一群志同道合的資深專業旅遊人所組成的團隊，公司成立於民國104年，本公司服務群均擁有業界十年以上的旅遊操作經驗。成立首年就榮獲體育署104年度優質運動遊程，更於106年獲選公務人員國民旅遊卡推薦優質行程旅行社。業務涵蓋國內.外旅遊行程規劃及專業票務知識，本著專業、用心、服務的精神，整合多方資源，制定優惠平實的產品價格，以公司行號國內.外團體旅遊規劃及大學學生畢業旅行為主要業務，為顧客提供全方位貼心的服務。 動滋券適用品項：,
我的樂活生活館,106 臺北市大安區敦化南路一段216號4樓,營業電話：0227732020,營業時間：10:00-19:00,https://mylohaslife.com.tw/,我的樂活生活館提供一套完整的健康生活示範，嚴選最有效的運動方式、提供抗氧化的飲食方案、打造身心靈寧靜的療癒花園，推動健康生活化、生活健康化，希望每個人都能健康快樂生活。 動滋券適用品項：,
中國青年旅行社有限公司,100 臺北市中正區館前路45號2樓,營業電話：0223711226,營業時間：08:30-18:00,https://cyta.travel.net.tw/eWeb_cyta/index.asp,秉持救國團『青年休閒活動領導者』的形象，因應社會的需要，提供各項國內外旅遊休閒活動，另一方面透過各種旅遊活動帶領青年接觸自然生態、人文環境、文化藝術等領域，建立健康、安全、知性、感性的旅遊型態，塑造「誠信、可靠、值得信賴」的品質目標。中國青年旅行社有限公司有多年承辦活動的經驗，秉持著『安全第一、效果為先』的理念，是休閒旅遊服務業的優秀成員。 動滋券適用品項：,
維度運動,105 臺北市松山區臺北市 松山區 東勢里南京東路４段１７１號１２樓之４,營業電話：0227173680,營業時間：10:00-22:00,https://www.wedosports.net/,我們是一家專門舉辦冬令營/夏令營的公司，由UBA教練領軍做技術指導，不只寒暑假的課程，我們還有周末的室內課程唷；適合對籃球技巧有興趣鑽研的孩子們。如果有適合的場地，消費者也可以跟我們討論開班事宜唷 動滋券適用品項：,
PAF沛芙運動空間,112 臺北市北投區文林北路112號B1,營業電話：0228239115,營業時間：09:30-21:30,https://paftpe.wordpress.com/,"現代人生活緊繃，會藉由運動舒壓、維持身材 2018年的春天，PAF在士林區創造了，前所未有的大坪數空間及交通便利的教室，提供大家舒適的運動環境 於2020年時為了給大家更完善的運動空間,從士林區搬遷到北投區,除了有三間教室之外還有公共休息區以及淋浴空間提供給大家使用",
TDSF中華民國國際舞蹈運動總會,100 臺北市中正區忠孝東路一段76號3樓之2,營業電話：0223930259,營業時間：一至五，11:00-20:00,http://www.tdsf.org.tw/,2002年起在台推廣異國舞蹈，肚皮舞/東方舞/印度舞/大溪地舞/夏威夷舞/呼拉舞，比賽．證照．課程．講座．國際交流，2022年賽事預計於3、5、7、9、11月份舉辦，詳細請見www.tdsf.org.tw或中華民國國際舞蹈運動總會粉絲專頁 動滋券適用品項：協會_非亞奧運單項運動協會,
台北運動健身中心 長安店,104 臺北市中山區長安東路一段21號B1,營業電話：25716555,營業時間：早上7點-晚上12點,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"業界首創各式方案：分鐘、次數、包月、1對1教練課 網友大推，不綁約/不辦卡/不收入會費！ 提供專業教練指導/舒適的運動環境/種類頗多的器材/免費健身諮詢！ 用5倍卷消費1千送5百、2千送1千以此類推最多5千送2500 學生首辦月費只要499 社青首辦月費只要599 【超高CP值一對一私人教練課】 買10堂送10堂一對一教練課 共20堂現在只要15,666元 選擇適合你的方案 一家報名2家都可使用 24小時服務專Line:@a0965153456 動滋券適用品項：",
好時光女生運動樂園 南京樂園,104 臺北市中山區復華里龍江路９６號４樓,營業電話：0225075976,營業時間：10:00-22:00,https://goodtime.com.tw/,☆運動輕鬆上手，邊動邊笑沒煩惱☆女性專屬，妳最好玩運動新體驗☆空中瑜伽、皮拉提斯、zumba、TRX 任妳選☆ 動滋券適用品項：運動場館-瑜珈,
Curves可爾姿文山保儀店,116 臺北市文山區保儀路11號4樓之一,營業電話：77538628,營業時間：15:30pm,http://curves.com,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Curves 可爾姿石牌店,112 臺北市北投區裕民一路30號2樓,營業電話：0228200250,營業時間：週一~五10:45~13:00 15:30~21:00週六10:00~13:00,https://www.curves.com.tw/,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 0228200250 *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：運動場館-健身",
Let's go 來運動健身俱樂部,114 臺北市內湖區成功路4段50號2樓之1,營業電話：0227945385,營業時間：8:30-22:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,台北首創工業風裝潢健身房180坪超大空間、高規格BH頂級健身器材、panasonic病毒過濾空調系統、專業的教練親切的服務，讓來運動的您有最美好的運動環境及體驗🤎 ✨單次入場 ✨長期會籍 ✨小班制團課 ✨一對一教練課 動滋券適用品項：,
大漢整合行銷股份有限公司,103 臺北市大同區重慶北路二段188號9樓,營業電話：25575226,營業時間：10:00-18:00,http://www.dothan.com.tw/,大漢集團的營運團隊， 擁有業務開發、行銷企劃、視覺創意、活動執行、媒體公關、廣告宣傳... 等專業， 至今已策劃執行過上千場的品牌和賽事活動，擁有各領域之客戶資源。 大漢集團目前擁有台灣大漢整合行銷股份有限公司、 大翰鑫(廈門)營銷策畫有限公司、 大翰鑫(上海)營銷策畫有限公司、 大翰鑫(北京)營銷策畫有限公司， 以跨兩岸的營銷模式，創造多元化的行銷典範！ 動滋券適用品項：,
花郎武道館,100 臺北市中正區臺北市 中正區 幸福里忠孝東路１段１７６號２樓之１,營業電話：0919607015,營業時間：週一至週日 9:00-21:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,捷運善導寺站五號出口 步行三分鐘 ▲ITF國際跆拳道 兒童班、成人班 ▲自由搏擊 成人班、女子班 歡迎免費體驗，預約和參觀請先私訊！ 動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術
中華民國空手道協會,104 臺北市中山區合江街41巷13號,營業電話：0225021422,營業時間：9:00-17:00,http://www.ctkf.url.tw/,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
STEPX FITENESS 健身房,104 臺北市中山區南京東路二段8號B1,營業電話：0225410279,營業時間：10:00 ~ 22:00,https://www.stepx.com.tw,STEP X健身房擁有專業的一對一私人教練團隊，並在 Peeta葛格 的指導與訓練下，持續進修與進步。STEP X私人教練團隊站在學生的角度擬定客製訓練計畫，讓訓練效果事半功倍。去了健身房卻不知該怎麼安排訓練課表嗎？訓練了一段時間，卻不見效果嗎？ Peeta Fitness 健身工作室 提供您全方位的教學服務！ 動滋券適用品項：,
Curves可爾姿南京小巨蛋店,105 臺北市松山區臺北市 松山區 美仁里南京東路四段５０號４樓之２,營業電話：0225798181,營業時間：週一~週五11:00-13:30&15:30-20:30/週六 10-13:00,https://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *預約專線：25798181 *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利 動滋券適用品項：運動場館-健身",
NisoroFit,105 臺北市松山區重陽路263巷3號4樓,營業電話：0226510889,營業時間：06:20~22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"NISORO FIT 品牌科技健身房,結合健身飲食及營養補給,有多款新型器材,讓您運動時更有效率 動滋券適用品項：",
陽光健身,106 臺北市大安區忠孝東路四段60號2樓,營業電話：0227400989,營業時間：09-22,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Surmount運動空間,111 臺北市士林區中正路188號2樓,營業電話：0228311891,營業時間：早上9：00-晚上21;30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"Surmount運動空間特色： 1、無需綁約 2、提供小班制團體課（士林店） 3、私人教練課（天母店） 4、聯絡我們：官方LINE ID：@kcf3553q (要加＠)、粉專私訊或電話洽詢 【Surmount運動空間（士林店）團課教室】 地點：台北市士林區中正路188號2樓 （捷運士林站步行5分鐘） 立即線上預約、選課：surmount.17fit.com 【Surmount 運動空間（天母店）私人教練教室】 首次體驗課：一對一$1000元；一對二$1000 ($500/一人) 地點：台北市士林區忠誠路一段30號 （捷運芝山站步行5分鐘，BMW展示中心旁） 立即登記、預約：https://goo.gl/S6xCmA 【Surmount運動空間-南港店】 台北市南港區重陽路122號 歡迎追蹤我們的Istagram 「Surmount運動空間」 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動保健,其他_運動舞蹈",
給力健身房,104 臺北市中山區臺北市 中山區 聚盛里林森北路３８１號地下B1,營業電話：022719-9998,營業時間：24HR,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,1分鐘1元 / 無限月費吃到飽 / 一對一教練課 / 團體課程(可包班) / 場地租借 / 企業專屬特約 / 會員全面互通 / 24小時不打烊 動滋券適用品項：,
威晴調適性運動,103 臺北市大同區伊寧街9巷31號,營業電話：0225986796,營業時間：09:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,一群來自國立體育大學的專業教練，抱著滿腹的熱血與理想，為特殊族群打造專屬運動，從諮詢、評估、檢測到訓練，量身打造適性教學內容。 動滋券適用品項：運動場館-樂齡/兒童綜合體適能(含親子場館),
愛潛水全方位潛水中心,111 臺北市士林區前港里前港街8號1樓,營業電話：0228827696,營業時間：1400-2200,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
X-JUMPING200長春店,104 臺北市中山區長春路213號1、2樓,營業電話：27422207,營業時間：10:00-21:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
亞運撞球館,116 臺北市文山區羅斯福路五段88號地下1樓,營業電話：0229345895,營業時間：10:00-02:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",動滋券適用品項：球類_撞球
Hu Boxing 古月拳館,105 臺北市松山區南京東路五段280號2樓,營業電話：0967140242,營業時間：10:00-22:00,https://www.instagram.com/huboxing/,Hu Boxing教練都是經過選手級專業的訓練🏅 每日三小時以上艱辛的鍛鍊持續數年，歷經多場比賽的佼佼者 所以不論是肌力體能還是技術，皆能提供最有效的訓練方式給學生💪🏼 - 🥊拳擊教學🥊 🏋🏻‍♀️健身指導🏋🏻‍♀️ 🏆團體課程🏆 💌預約請私訊小盒子 ⬇️免費運動諮詢表單⬇️ www.surveycake.com/s/NLRNx 動滋券適用品項：,
救國團館前終身學習中心,100 臺北市中正區黎明里館前路４５號,營業電話：23819165,營業時間：09:00-21:00,https://www.cyccea.org.tw/,學習是一輩子的事情，在這邊你可以培養你的興趣、健身、瑜珈，尋找共同愛好的同伴，消除生活壓力，維持健康的體態、成就更好的自己。 動滋券適用品項：運動場館-瑜珈,
Todo fitness,105 臺北市松山區南京東路四段15號3樓之一,營業電話：27120081,營業時間：上午9點至晚上10點,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,• 一對一私人教學 • 客製化訓練規劃 • 捷運小巨蛋站一號出口（走路1分鐘） • 自由教練場地出租服務 （預約制、單次計費不綁約） • 價格單純透明化（價格合理親民） • 專業體態雕塑 動滋券適用品項：,
藍鯨游泳學校,106 臺北市大安區106大安區仁愛路四段130號、100中正區杭州南路二段40號,營業電話：0986612977、0986622977,營業時間：週一~周五16:00~20:30；週六日08:30~16:00,http://www.bwss1999.url.tw/,場館位於臺北市立仁愛國中游泳池、臺北市立中正國中游泳池，為營運移轉(OT)之校園游泳池，主要以游泳教學及零售門票為主，提供游泳個別班及團體班。 動滋券適用品項：水域運動_游泳,
臺北市社區棒球推廣協會,104 臺北市中山區大直街52巷巷11號5樓,營業電話：0919306993,營業時間：平日,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,臺北市社區棒球推廣協會宗旨為促進台灣社區棒由發展，並以聯賽為平台，讓更多孩子與家長共同參與棒球賽事。 動滋券適用品項：,
Perfect Club 完美運動教室 農安店,104 臺北市中山區農安街166巷6號,營業電話：0921255928,營業時間：10:00~22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,🔥台北最熱門的專業減重減脂教室免費30分鐘增肌減脂諮詢👈 九大指數測量分析，結合肌力團體課程，課程包含一對一輔導，團體課💪 全身燃脂，打造不易復胖體質 動滋券適用品項：,
健身計畫 Project Fit,106 臺北市大安區臺北市 大安區 住安里復興南路二段２７號地下二層,營業電話：0227033393,營業時間：武議國際股份有限公司,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
大台北桌球會館,105 臺北市松山區南京東路五段46號B1,營業電話：0227695965,營業時間：09:00~22:00,https://service.shopping123.com.tw,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
FunFitness 運動旅程,100 臺北市中正區台北市中正區羅斯福路三段272號7樓、台北市士林區中山北路5段519號2樓,營業電話：0266173329、0266173168,營業時間：11:30-21:30,https://www.funfitness.com.tw/,Fun Fitness運動旅程 公館館 - 鄰近捷運公館站步行3分鐘，坐落公館商圈，悠閒步道鬧中取靜，明亮舒適空間，專業師資，淋浴設施，體適能及瑜珈空間，提供多元運動健身課程：熱瑜珈、空中瑜珈、BARRE、TRX、壺鈴、槓鈴基礎、熱汗輕拳擊 、拳力塑身、肌力新手班…每月百餘堂運動團課，邀請你輕鬆展開健康新生活。,動滋券適用品項：格鬥類_其他格鬥類
降龍總武運動訓練館,100 臺北市中正區杭州南路一段十號B1,營業電話：0223222699,營業時間：14:00pm-22:00pm,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
天天健體能訓練,104 臺北市中山區福樂街88巷22號10樓,營業電話：0953071887,營業時間：0800-2200,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,一對一、一對多體能訓練 企業包班、肌力循環、TRX、壺鈴團課 歡迎私訊 捷運行天宮站1號出口步行2分鐘�� 地址：民生東路二段64號 動滋券適用品項：運動場館-健身,
中華民國高級中等學校體育總會,104 臺北市中山區朱崙街20號13樓,營業電話：0227783636,營業時間：9:00-17:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,高中體總為依法設立、非以營利為目的之特定體育團體，以倡導學校校園運動風氣，提昇運動競賽技術水準，推動學校體育運動發展，促進中等學校國際暨兩岸體育交流為宗旨。 動滋券適用品項：,
iSKI滑雪俱樂部,114 臺北市內湖區臺北市 內湖區 西康里內湖路１段７０號１樓,營業電話：0226586661,營業時間：每週一～週五 11:00~22:00,https://www.iski.com.tw/,iSKI滑雪俱樂部，讓滑雪從家門口起步 台灣室內滑雪機訓練領導品牌 結合專業師資、歐洲原裝進口頂尖設備、分齡分級課程規劃 讓國人在無雪的台灣，也能就近學習滑雪運動的技巧 培養專業興趣，為出國滑雪做好準備！ 動滋券適用品項：,
