商家名稱,地址,營業電話,營業時間,網址,描述,類別
BIG BOSS SPORTS CENTER 大老闆運動中心,115 臺北市南港區舊莊街一段196號2樓,營業電話：0226548500,營業時間：週一~五18:00-22:00/週六13:30-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,第一間以幼兒跆拳道為主，做一個複合式親子運動場館。讓大人小朋友都可以開心運動。課程包含幼兒跆拳道、幼兒肢體開發、兒童體適能、兒童MV舞蹈、私人課程、重訓團課、TRX、雕塑瑜伽、瑜珈提斯、低空療癒、空中瑜伽、K-POP韓國MV COVER、樂齡肌力、鋼管。 動滋券適用品項：運動場館-樂齡/兒童綜合體適能(含親子場館),
瘋三鐵,114 臺北市內湖區成功路二段320巷22號,營業電話：0975936312,營業時間：10:00-21:00,https://fun3sport.com/,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Rs電競工廠-信陽店,100 臺北市中正區臺北市 中正區 黎明里信陽街５號地下１層,營業電話：0223145927,營業時間：24小時,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,全新更換設備 全台首創 技嘉GTX 3070 高效顯卡 雷蛇電競 鍵盤 滑鼠 耳機 三星 G7 G5 32吋曲面螢幕 大空間 大沙發 可淋浴 打造無人能敵的設備 給你不一樣的電競環境 動滋券適用品項：辦比賽,
Curves可爾姿信義永康店,106 臺北市大安區信義路2段222號2樓,營業電話：0233222610,營業時間：請見官網上公告之營業時間,https://www.curves.com.tw/,"Curves是專為女性設計的 30 分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 分店電話02-33222610 *請提前主動告知使用 政付優惠券 """", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",
活力豆豆綜合體能體操館,114 臺北市內湖區內湖路二段466號2樓之1,營業電話：0227823655,營業時間：10:00-20:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"感統 遊戲 體能 體操 ,我們把體操變好玩囉 活力豆豆帶領您的孩子開心快樂玩體操 是家長放心,孩子放電的好地方 動滋券適用品項：",
FamiTicket全網購票網,104 臺北市中山區中山北路二段61號3樓,營業電話：02-6618-2822,營業時間：星期一～星期五 09:00~17:00,https://www.famiticket.com.tw/Home,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
斯巴達障礙跑競賽,106 臺北市大安區臺北市 大安區 仁慈里信義路４段５７號１１樓,營業電話：0800612168,營業時間：活動舉辦期間,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,Spartan Race是全球障礙跑競賽的領導品牌，特色在於全程計時以及全球排名，提供給初入門的勇士一個不一樣的體能訓練場地， 也提供給全球專業障礙跑選手一個測試自己體能的全新方式，是一個體力與耐力，更是意志力的競賽。 動滋券適用品項：辦比賽,
101空中藝術,115 臺北市南港區新民街101號,營業電話：0937513848,營業時間：12:00-21:00,https://www.instagram.com/101aerial?fbclid=IwZXh0bgNhZW0CMTAAAR3jNPMFsMJ_2BdRmYAQCKjUtT6OvW_W8PXJ_baRqVKY9ocqeaGEFsKddrI_aem_AUjHjhiRQ22jH_qASSB-61eB3GmP9cL-eVYhlBjz17OQIKCW0dJ0upaVcH_djoQyfznNnyDrzTn,空中瑜伽：透過反地心引力的原理，幫助鍛鍊肌力並提升柔軟度。 空中環：一個圓形鋼鍛造環。用身體與環結合，在環上做出優美的動作，同時還能強化核心肌力。 動滋券適用品項：,
氧適能健康事業有限公司,106 臺北市大安區忠孝東路四段183號9樓,營業電話：0227720281,營業時間：10:00-17:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
運動解密,115 臺北市南港區經貿二路157巷36弄115號6樓,營業電話：0912688788,營業時間：10am-8pm,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,運動解密為一家運動體適能教育訓練公司，致力於普及科學化的訓練及運動觀念，並透過講座及研習提升體適能專業人員的知識。運動解密相信有效的訓練、均衡的飲食、充足的睡眠及健康的心理是讓任何人自我提升的方式。,
力康運動醫學機構,114 臺北市內湖區內湖路一段356號2樓,營業電話：0939603242,營業時間：10:00-21:00,https://phcsports.com/,力康運動醫學機構包含：復健科醫師、物理治療師、運動防護員、皮拉提斯、肌力訓練 。 從治療到運動，從年輕到銀髮，全方位的專業整合能夠給予每個客戶最適合、最貼切、最即時的身體計畫。無論是傷後治療、復健針劑、徒手矯正，或是更積極的核心、肌力訓練，在力康都能找到辦法。 動滋券適用品項：,
馬修單車 MathewBike,111 臺北市士林區文林路577號,營業電話：0228322238,營業時間：週二至週五：12:00-21:00，週六至周日：10:00-21:00，週一公休,https://mathewbike.com/,【我們的服務】 1. 單車租借：2年內新款公路車、旅行車，從 100 - 200cm 車友都有車可以租。 2. 全職保母車合法駕駛：與超過7年保母車司機兼具領隊導遊證照合作，曾擔任國際單車環台賽技師經驗。 3. 單車保養與維修：出租單車以前確實保養，並追蹤每次維修紀錄，並提供大台北到府維修單車與單車保養等服務。 4. 單車旅遊客製行程：環島裝備升級、換胎教學、路線經驗分享，將使您的單車旅行創造無限可能！ 動滋券適用品項：,
菲舞工作室,116 臺北市文山區木新路三段154號2樓,營業電話：0988693393,營業時間：10:00-21:00（請事先預約報名）,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,提供親子空中瑜珈、兒童瑜珈、芭蕾、MV舞蹈、律動；成人瑜珈、空瑜、芭蕾、街舞等各種適合幼兒和成人的課程。以精緻小班的教學，使每位學生都能得到老師的仔細指導。 動滋券適用品項：,
日本伊藤萬游泳學校-北投陽明校,112 臺北市北投區立農街二段155號,營業電話：0228206000,營業時間：09:00~21:00,https://www.itoman.com.tw/,全球連鎖泳校、游泳教學的第一大品牌，提供「親子嬰兒游泳課程」、「兒童游泳課程」、「成人游泳課程」、「寒暑訓班」。專為游泳教學所建造的教學環境，採淨水消毒設施， 一年四季恆溫。目前在全台共有13間分校，含台北艋舺校、北投陽明校、新北景新校、新莊中正校、中壢車站校、新竹竹蓮校、科園實中校、竹北道禾校...等分校。 動滋券適用品項：,
中研樂潛 M.D.C 南港本店,115 臺北市南港區新富里富康街36號1樓,營業電話：0927112220,營業時間：週二到週日13:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,No Dive No Life！我們不是在海裡就是往海裡的路上！本店鄰近南港展覽館、南港軟體園區，由資深教練團隊熱情經營，安全是第一要務！我們提供觀光體驗潛水、潛水課程、潛水裝備銷售保養維修、品牌潛水裝備租賃、國內外潛水旅遊、游泳教學等多項服務，歡迎熱愛海洋與大自然的朋友，輕鬆享受水下世界的美麗。 動滋券適用品項：,
59 Fitness 客制化運動空間,106 臺北市大安區敦化南路二段59號B1,營業電話：0227000559,營業時間：08:00~22:00,https://www.59-fitness.com,"持「動滋券」可兌換乙堂完整的【一對一私人教練】課程~~~內容包含肢體檢測、TANITA身體組成分析、場地運用實際操作、器材使用、制定個人運動課表 ►►► 兌換請先〈預約〉~以方便我們為您安排 ☎ 02-27000559 ★☆★☆★健身運動不再只是追求外型上的美感,我們更重視的是身體能力的進步與活力的提升. 在【一對一私人教練】的帶領下,可以在59分鐘的時間裡,正確地從事有效且個人化的運動安排,並且避免運動傷害的發生,繼而達到輕鬆運動=運動輕鬆的長久效應 !！≧▽≦y 動滋券適用品項：其他_其他",
伊利特企業管理顧問,104 臺北市中山區長安東路二段181號4樓之1,營業電話：0287736306,營業時間：0900-1800,https://www.iplaytrip.com,「愛玩戶外」為愛玩團隊、伊利特企管顧問御用的的戶外活動品牌。致力於串連「人與人」及「人與土地」的連結！體驗項目包含：森林療癒｜風格溯溪｜樹梢攀登 (攀樹)｜寧靜山徑輕健行等。我們相信自然療癒是提升心靈與生活品質的一扇窗，團隊的我們都只是引路人，參與的每個人只需要 放鬆心情.張開雙手就能簡單擁有。 愛玩線上客服：https://lin.ee/tohZorX 動滋券適用品項：,
野孩子的生活 Wild Kids Life,100 臺北市中正區辛亥路一段39號,營業電話：0223651001,營業時間：12-21,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
「高雄全家海神籃球隊」主場館 高雄市現代化綜合體育館,110 臺北市信義區忠孝東路四段555號19樓（台北辦事處）,營業電話：0225091166,營業時間：10:00~19:00,https://www.instagram.com/ktown.aquas.official/,高雄海神（英語：Kaohsiung Aquas）是臺灣職業籃球隊，以高雄市作為球隊所在地，並以會員身份參與T1 LEAGUE賽事，球隊主場館為高雄市現代化綜合體育館（高雄巨蛋）。 動滋券適用品項：,
鬆鬆潛 Chillax Freediving,103 臺北市大同區民權西路184巷44號,營業電話：0921890425,營業時間：09:00-21:00,https://www.chillaxfreediving.com,ChillaxFreediving成立於2022年的夏天。 我們是一家自由潛水專門潛店，是全台灣唯一結合露營車＋自由潛水的公司，讓學生可以邊潛水邊露營，用最輕鬆的方式學習潛水。 另外我們也有身心障礙自由潛水教學，非常歡迎身心障礙朋友前來體驗潛水的樂趣！ 動滋券適用品項：,
舞動陽光成功高中運動中心,100 臺北市中正區幸福里濟南路１段７１號,營業電話：0223218222,營業時間：周一至周五>18:00-22:00    周六及周日>08:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,B1 游泳池：25M室內溫水游泳池，臭氧殺菌，附有充足淋浴設備。 8F 綜合球場：12面羽球場（等於3面籃球場及3面排球場），適合辦理各項球類大型活動，運動賽會。 8F 健身房：心肺加強區、重量訓練區，專業團隊為個人量身訂做體適能課程。 9F 韻律教室：高級木質地板，三十坪超大韻律教室。 動滋券適用品項：,
神拳阿凱 - 窩糕運動訓練及展示中心,105 臺北市松山區南京東路五段84號2樓,營業電話：0988096732,營業時間：週一至週五 11:00-21:00 週六 11:00-18:00 週日休息,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,目前店面提供專業且安全的運動設備以及訓練場地，同時也增設一對一至多人的各類運動課程，無論拳擊、重訓、健身、柔術、TRX或是各種武術課程皆有涉獵，亦舉辦拳擊教學相關之研習活動。 重訓區域收費：一對一教學，一小時是330，儲值10堂是3200(一堂320)，儲值50堂是12500(一堂250)，儲值10堂是20000(一堂200)，一對多則每小時加收100/人。,
武林文創－南京旗艦館,105 臺北市松山區台北市松山區南京東路五段52號2樓,營業電話：0227627228,營業時間：武林文創股份有限公司,https://www.wulink.com.tw,武林文創防身術講習認證，全台灣唯一同時榮獲經濟部、文化部及教育部體育署三大政府部會獎項肯定的教育機構，貼近青少年的武學教育，為你打造靜心修身的學習歷程，兼具文藝、品格、健康，提升身心素養的武學文創體驗，讓習武成為一種生活態度。,
新創智慧健身,106 臺北市大安區臺北市 大安區 羣賢里復興南路２段１５７號地下一樓,營業電話：022709577,營業時間：0700-2400,http://xtronsmart.com/,尊榮運動場域 時尚舒適的場域，搭配悉心規畫的專業器材設置，以及具備多項證照的師資教練，為你打造每天都想蒞臨的運動環境 動滋券適用品項：,
動動MoveMove,111 臺北市士林區士林區士東路91巷36號,營業電話：0228752289,營業時間：0900-2130,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Artemis 一休運動基地,106 臺北市大安區仁愛路三段9號1樓,營業電話：0909822186,營業時間：1200-2100,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,這個場域是由瘦身部落客-一休所創立，為了打造全方位健康整合的服務 包含運動訓練服務、營養飲食規劃服務及醫療檢測轉介服務，主要是整合以往健身服務產業碎片化的困境，希望提供大家一個好所在，可以享有完整的服務！ 動滋券適用品項：運動場館-健身,
猴子體能訓練中心Monkey Training,104 臺北市中山區松江路276號6樓,營業電話：0225311228,營業時間：平日0900~2200、假日0900~1700,https://www.monkeytraining.com.tw/,運動訓練後再加上運動恢復、運動營養與物理治療結合一連串的專業化分工搭配，享有全方位的照顧，MONKEY TRAINING在乎的不只是體態好不好看，更在乎的是身體是否好動好用。希望透過猴子體能訓練，幫助您擁有精壯的好體態之外，更能讓您到中老年後都能自由自在的活動。 動滋券適用品項：運動保健,
那米哥國際旅行社股份有限公司,104 臺北市中山區民權東路３段４１號4樓,營業電話：0225015288,營業時間：週一至週五09:00-18:00,https://www.lamigo.com.tw/,「安心、盡興、有尊嚴！」是那米哥(Lamigo)旅行社堅持的企業理念。 秉持著健康走、安心玩理念，那米哥(Lamigo)旅行社長期專注於海內外全方位健走遊程。 2009年至今，那米哥健走足跡已遍及全球及台灣各大經典景點。 近年更致力於推廣台灣古道之美，著手規劃一系列台灣古道大探索行程。 歡迎熱愛山海、擁抱健康的夥伴一起加入那米哥健走行列。 動滋券適用品項：,
Craftzy Sports Club,114 臺北市內湖區臺北市 內湖區 西康里內湖路一段１２０巷２１號１樓,營業電話：0226597728,營業時間：週二-週五 9:00-18:00; 週末采預約制,https://www.craftzy.co/,Craftzy Sports Club 是一個專業的滑雪板製造工作室。工作室從國外專門引進滑雪模擬機，讓運動愛好者在台灣也能體驗到滑雪的樂趣，並強身健體。我們擁有著超過 20 年製造滑雪板的專業經驗，自創台灣品牌 CRAFTZY，從頭開始一筆一畫的創新滑雪板，專門針對亞洲雪友所研發特有的 Snowboard 、 Binding 與雪鞋。Craftzy，這個名字取自 Craftsmanship（手藝）以及 Crazy （狂熱的）。Craftzy Sports Club 希望推廣的是所謂的「運動文化」，包含去欣賞、去搭配。將運動融入生活、融入文化，成為一套自我的生活風格。 動滋券適用品項：運動場館-綜合運動中心,
好時光女生運動樂園 大安樂園,106 臺北市大安區復興南路一段249號4樓,營業電話：0227016224,營業時間：10:00-22:00,https://goodtime.com.tw/,☆運動輕鬆上手，邊動邊笑沒煩惱☆女性專屬，妳最好玩運動新體驗☆空中瑜伽、皮拉提斯、zumba、TRX 任妳選☆ 動滋券適用品項：,
Curves 可爾姿女性健身中心和平科技店,106 臺北市大安區和平東路２段２５７號３樓,營業電話：0227551581,營業時間：周一至周五10:30-13:30 16:00-21:00 周六10:00-13:,https://www.curves.com.tw/,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (02)27551581 *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",
Chill野Wild X ACTION ZONE,106 臺北市大安區臺北市 大安區 大學里羅斯福路３段２９７―４號３樓,營業電話：0223629690,營業時間：11:00-22:00,https://17fit.com/chillyawild/1?tab=classes,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
SPORTAIWAN運動平台,268宜蘭縣五結鄉親河路二段141號,營業電話：0932917811,營業時間：24HR,https://sportaiwan.com/,運動賽事主辦、暑/冬/短期運動營隊、運動活動報名，主辦奔跑吧!毛小孩公益路跑系列、基隆瑪陵戰鬥馬拉松、GoEVOLUTION系列...活動 動滋券適用品項：,
TMMA 台北格鬥運動館 天母館,111 臺北市士林區中山北路六段340號,營業電話：02-2834-0000,營業時間：週一~週五 10:00~22:00、週六~週日 10:00~19:00,http://www.tmma.com.tw,TMMA致力將格鬥運動帶入生活，授課風格特別採用活潑生動的方式，讓學員們能夠循序漸進的增強自信及實力。最終達到健身、塑身、防身的效果。藉此開創大眾對於格鬥運動全新的感受與經驗。 動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術
臺北大眾捷運股份有限公司北投會館 (泳泳池、羽球場、籃球場、健身房、韻律教室、迴力球場、撞球場、桌球場),112 臺北市北投區臺北市 北投區 桃源里大業路５２７巷８８號,營業電話：02-28924426,營業時間：週⼀⾄週五 15：00~22：00；例假⽇及寒暑假 09：00~22：00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"秉持「顧客至上，品質第一」的經營理念，及「確保設施品質穩定」、「落實顧客滿意服務」、「提昇產品附加價值」三大目標，持續規劃增設各項運動休閒設施設備，增購及改善教室教學設備及加強環境綠美化，並結合捷運主題，使北投會館各項設施設備能邁向具備互動式、舒適性及多元化的發展方向，提供市民及企業團體優質的教育訓練、運動、休閒及健身之最佳場所，以達到「一流捷運，美好臺北」的願景。 動滋券適用品項：運動場館-瑜珈,球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,球類_其他球類,水域運動_游泳","動滋券適用品項：運動場館-瑜珈,球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,球類_其他球類,水域運動_游泳"
健身工廠,110 臺北市信義區臺北市 信義區 西村里松壽路２２號４樓,營業電話：0287861966,營業時間：AM6:00-PM12:00,https://www.fitnessfactory.com.tw/,強身為強國之根基 相關研究證實運動能有效促進人民健康 體育發展程度更是國家現代化及國民生活品質的重要指標 因此先進國家莫不投入大量資源支持運動賽事或廣建運動場館 健身工廠提供優質健身環境將促進人民健康、宣導正確運動觀念做為設立之宗旨 動滋券適用品項：,
舞中閣Alive Dance Space,104 臺北市中山區農安街77巷9弄18號,營業電話：0975523811,營業時間：平日14:00-21:00/週末12:00-20:00,https://instagram.com/alivedance_space?r=nametag,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
臺北市中正運動中心,100 臺北市中正區東門里信義路１段１號,營業電話：0223961000,營業時間：06:00-22:00,https://wsjjsc.com.tw/,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
中華民國冰球協會,104 臺北市中山區朱崙街20號9樓906室,營業電話：0287718908,營業時間：10:00-18:00,http://www.ctihf.org.tw,為推廣冰球(Ice Hockey)在我國的運動風氣，本會為國際冰球總會(IIHF)會員國之一 ，肩負貴廣亞奧冬運會競賽項目「冰球」在我國的發展任務，並培訓各級青少冰球選手，以進軍國際賽事為國爭光之目標。 動滋券適用品項：,
鳳凰灣潛水中心,108 臺北市萬華區水源路199號,營業電話：0223033660,營業時間：09:00-21:00,https://phoenix-diving.com/,目前門市據點座落於台北市青年公園獨立池，由一群熱愛潛水的朋友們一同成立，主要營業項目已休閒潛水訓練教學、技術潛水訓練教學、潛水教練養成班、自由潛水教練養成班、自由潛水教學、救生教練教學與訓練、國內外潛水旅遊、潛水、游泳器材販售、租借、維修、保養等多項服務。 未來結合海邊特色潛水旅館做結合，提供喜歡海洋的朋友一起加入我們的行列。 動滋券適用品項：,
三角潛水中心 Tri-Force Dive Center,114 臺北市內湖區陽光街92巷25弄2號1樓,營業電話：27978266,營業時間：14:00~20:00 預約制,https://www.instagram.com/tri_force.dc/,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Optimum Kinetics總部,115 臺北市南港區南港路二段147號4樓,營業電話：02-27839130,營業時間：09:00-18:00,http://tatha.org/index.php,本會創立於2016年，為依法設立、非以營利為目的之社會團體，以『推廣科學化的體適能、體能與保健運動相關課程為目標，讓台灣運動訓練科學與保健運動觀念及技能得以提升，達到全民健康運動的理想』為宗旨。 動滋券適用品項：,
自由重量健身俱樂部-北門店,103 臺北市大同區鄭州路119號b1,營業電話：0225562056,營業時間：24小時,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"分鐘計費動滋劵加值500元/450分鐘 地點 捷運：北門站 ２號出門 台北地下街：Y25、Y27出口 ubike：捷運北門站 停車場：塔城公園、市民大道、聯合醫院 停車場 IG : fw_fitness_gym 動滋券適用品項：協會_綜合性協會,協會_其他體育運動協會,辦比賽",
TMMA 台北格鬥運動館 忠孝館,106 臺北市大安區仁愛路四段27巷22號B1,營業電話：02-8771-9195,營業時間：週一~週五 10:00~22:00、週六~週日 10:00~19:00,https://www.tmma.com.tw/,TMMA致力將格鬥運動帶入生活，授課風格特別採用活潑生動的方式，讓學員們能夠循序漸進的增強自信及實力。最終達到健身、塑身、防身的效果。藉此開創大眾對於格鬥運動全新的感受與經驗。 動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術
派敵健身,104 臺北市中山區新北市五股區芳洲路53號15樓,營業電話：0919128587,營業時間：10:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,一對一健身課程 一對二健身課程 團體運動課程 運動健身諮詢 運動健康講座 運動教練培訓課程 專項運動體能訓練 女教練授課 客製化健身規劃 個性化授課內容 動滋券適用品項：,
中華民國喜悅之路靜坐協會,106 臺北市大安區忠孝東路四段295號8樓,營業電話：0227713559,營業時間：週一到週六 早上9點到晚上9點30分,http://www.sdm.org.tw/,國際性瑜伽、靜坐之個人成長及服務性團體，位於國父紀念館捷運站旁，多元化課程包括：身心靈整體瑜伽、健康瑜伽、長青瑜伽、脈輪勝王瑜伽師資證照班、瑜伽呼吸法師資證照班、如何預防瑜伽運動傷害研習、靜坐冥想、靈性自發功、瑜伽飲食斷食法推廣營...等等。 動滋券適用品項：,
Curves市府永春店,110 臺北市信義區臺北市 信義區 富臺里忠孝東路５段２５９號３樓,營業電話：0227566078,營業時間：12:00~13:30 16:00~20:30 (六)10:30~13:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (02-27566078) *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",
台灣樂活自行車協會 (FLCA),105 臺北市松山區光復北路80巷3號1樓,營業電話：0225707865,營業時間：週一至週五：10:00-18:00,https://www.flca.tw,"台灣樂活自行車協會(FLCA)為歐洲自行車聯盟（European Cyclists’ Federation,簡稱ECF ）會員，同時也是世界自行車聯盟(World Cycling Alliance)發起會員之一。宗旨為提倡全民運動與促進健康休閒觀念，並響應政府節能減碳之環保政策，提昇國民正當運動風氣，倡導正確運動之精神。 協會成立多年來透過舉辦各種休閒旅遊與教育訓練活動，如短天數分段環島、深度主題旅遊、一日慢騎樂活、兩鐵旅遊、不落系列－非競速型賽事等活動，讓騎士們體驗不同的騎車方式，用心了解在地文化，感受福爾摩沙之美。 動滋券適用品項：",
多姿舞蹈教室,105 臺北市松山區南京東路五段202號2樓之一,營業電話：02-2747-4263,營業時間：18:30-20:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
中華競技疊杯運動推廣協會,103 臺北市大同區台北市大同區敦煌路84號1樓,營業電話：0277099948,營業時間：中華競技疊杯運動推廣協會,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,針對現代人運動量之統計調查顯示，發現不論是兒童或成人 ，對於執行運動之行動力可能因為種種因素或理由而無執行，但對健康的期望仍然存在，健康專家認為學校可以在體育課或下課休息時間，設計一些簡單卻可以實現運動力的團體 遊戲，藉此帶動和鼓勵學童積極參與，進而可以達成每天至少六十分鐘運動量，因此達成健康的期望其實並不難。至2007年，全球已有超過二萬間學校把這運動列入正規的 體育課程。 動滋券適用品項：,
獅子王桌球南京館,105 臺北市松山區南京東路三段346號4樓之五,營業電話：0227314988,營業時間：平日13:00-21:00 假日09:00-21:00,http://www.lionking-tt.com/auto_page.aspx?id=qu7d5jklze284,環境溫馨且讓人放心，親切的教練群們、專業的教學場地、童趣書香的閱讀區，大人小孩都舒服、適合學球的好場所。 動滋券適用品項：,
Swing Taiwan,104 臺北市中山區民生東路二段120號4F,營業電話：0956198817,營業時間：09:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,讓充滿壓力的現代人，都知道還有一種舞蹈，能夠純粹的交流、發自內心的放鬆、歡笑、以舞會友，讓搖擺舞（Swing Dance）成為都市人的休閒交流語言，就是我們心目中快樂台灣的畫面！搖擺舞（Swing Dance）被譽為台北社交的活動首選，當熱情的台灣文化結合歡樂有趣的搖擺舞，就是我們想打造的，快樂台灣生活態度。歡迎你也來試試！ 動滋券適用品項：,
味全龍職業棒球隊,111 臺北市士林區忠誠路二段77號(天母棒球場),營業電話：0277551999,營業時間：1400-2200,https://www.wdragons.com/CWS,味全龍職業棒球隊，為中華職棒(CPBL)創始四隊之一，職棒元年即奪下聯盟首座冠軍，並於1997年起締造三連霸傳奇，是當時擁有百萬龍迷風靡全國的超人氣球隊。,
