store_id,商家名稱,地址,營業電話,營業時間,網址,描述,類別,官方類別_自動,自訂類別,is_active,,,,,,,,,,,,,,id
337,雪莉空中工作室,104 臺北市中山區雙城街3巷12號1樓,985123448,10:00～22:30,https://instagram.com/sherryaerial,,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
338,中國信託育樂股份有限公司,115 臺北市南港區經貿二路188號5樓,227883158,平日10:00-18:00,https://www.facebook.com/newtaipei.ctbc.dea/,中國信託金融控股公司長期耕耘棒球運動，是首家投入「五級棒球運動」的企業，為延續中國信託「We are family」品牌精神，有效整合集團資源投入運動營運，於2021年成立中國信託育樂股份有限公司。 中信育樂是臺灣第一家擁有三支不同競賽項目職業隊伍的公司，旗下隊伍包含中信兄弟棒球隊、新北中信特攻籃球隊及中信飛牡蠣電競戰隊，期能建立屬於全新的職業運動體系，為臺灣運動產業帶來更多正面影響力。,"球類_棒/壘球,電子競技,辦比賽",職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
339,幫妮健康 | Bunny Health,106 臺北市大安區忠孝東路三段192號2樓,227711217,週一至周日 9:00-21:00,https://bunnyhealth.com.tw/,幫妮健康團隊具備臺大物理治療學系學歷背景，專精解剖學與動作分析，透過徒手評估與功能測試，深入了解個案的活動與身體代償模式，找出痠痛根源，讓每次調整都對準核心問題，精準解決身體不適。 動滋券適用品項：運動保健,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
340,DANCE SOUL,106 臺北市大安區仁愛路四段425之1號1樓,227113611,平日 14:00~22:30 假日 12:00~21:30,https://www.dancesoul.com.tw/,成立1999年，DANCE SOUL是擁有合法補習班執照，及表演藝術團體執照的街舞教室。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
341,社團法人台灣女子棒球運動推廣協會,114 臺北市內湖區安泰街19號7樓,968555607,0900-1700,https://twbaa.org/,台灣女子棒球運動推廣協會除了朝廣義「創造國內友善健全的運動環境，提升女子棒球運動之可近性」的任務目標邁進之外，也實務地在動態面，提供完整的女子棒球相關訊息，主動辦理各類型推廣活動，擴大參與的廣度；在靜態面，彙整女子棒球運動相關文獻資料及國內現況，記錄國內外女子棒球運動發展 動滋券適用品項：,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
342,好時良身,106 臺北市大安區羅斯福路二段91號14樓之3,921064964,09:00-21:00,https://housoma.com/,好時良身是一個以身心動作教育推廣為主的單位，鼓勵大家「動動好、好好動」，藉由優化動作模式與身心連結，創造更舒暢自在的生活。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
343,日心健身,114 臺北市內湖區民權東路六段56巷15弄2號1樓,227948836,10:00-22:00,https://www.instagram.com/homefitness.neihu/,,,運動保健業,場館/課程,,,,,,,,,,,,,,,
344,Curves內湖成功店,114 臺北市內湖區成功路４段３４號２樓,227948659,10:30-13:00 15:00-21:00,https://www.curves.com.tw/,Curves為全世界最大的健身品牌，專為女性量身訂作的環狀運動健身中心，結合【肌肉+有氧+伸展】的運動方式讓女性在30 分鐘之內達到健身房90分鐘的運動效果。 動滋券適用品項：運動場館-健身,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
345,台北小巨蛋冰上樂園,105 臺北市松山區南京東路四段2號2樓,225783536,1000-2100,https://www.arena.taipei/cp.aspx?n=D5538A5FE6F95B95,小巨蛋冰上樂園是目前臺灣符合國際標準、規模最大的冰場，場地大小為61公尺×30公尺，冰面滑冰總人數可達400人，看臺可容納800個席位。平時提供一般遊客滑冰休閒娛樂外，也是國內滑冰好手及培訓國家選手之專業場地。 本場館為一擁有冬季奧運級標準冰面品質之場地，曾榮獲「國際滑冰總會ISU」以及「亞洲滑冰總會ASU」執行委員、會長等專家認可。場內專業設備包括：國際標準冰上曲棍球圍板、短道競速防撞墊、專業洗冰車、冰球比賽高空防護網、標準冰球球門兩座及冰面上教學擋牆等。開館迄今舉辦過許多國際及國內重要冰上競技賽會。,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
346,GYMEFIT,105 臺北市松山區健康路227號1樓,287878277,周一至周五10:00~22:00/周六、周日10:00~18:00,https://gymefit.tw/,GYMEFIT 提供專業增肌減脂、傷後復建、銀髮訓練私人教練服務，以及教練認證研習課程。 2019年，GYMEFIT更成立GYMEFIT NINJA忍者館，提供極限體能王關卡及團課。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
347,超愛動運動教室,105 臺北市松山區 新聚里南京東路５段２０２號２樓,227470287,09:00~22:00,https://www.facebook.com/101movingon,結合武術運動與體適能的純白場館， 以科學化、樂趣化的教學方式，讓參與課程的學員們身心靈都有所提升。 提供每個顧客更好的發展，實現每個顧客的價值。 Moving On 就讓我們一起改變吧！ 動滋券適用品項：格鬥類_其他格鬥類,格鬥類_其他格鬥類,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
348,舞動陽光華江高中運動中心,108 臺北市萬華區日善里西藏路２１３號,223396689,周一至周五>18:00-22:00    周六及周日>08:00-22:00,https://www.facebook.com/wdyg.huachang,6面木質地羽球場、1面PU排球場（3面PU羽球場）、8張桌球桌、2間舞蹈教室、25公尺*8水道游泳池、180人國際會議廳 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
349,超悅健身中心Beyond GYM,100 臺北市中正區愛國西路9號地下一層,223884898,平日07:50-22:30 週六9：30-21：30,https://www.facebook.com/BeyondGym2018/?locale=zh_TW,,,運動保健業,場館/課程,,,,,,,,,,,,,,,
350,靜心高中溫水游泳池,116 臺北市文山區興福里興隆路2段46號,229359063,平日：1730-2200 例假日:0600-2200,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,桑斯伯國際有限公司經營靜心高級中學溫水游泳池 ✅穩定的水溫 ✅清澈的水質 ✨資深的游泳教學團隊 🌞十二級分及游泳教學 👶3-6歲幼兒游泳教學 🧒6-12歲兒童游泳教學 🌟少泳隊訓練 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
351,卡洛動運動科技,114 臺北市內湖區瑞光路335號3樓,225671018,早上9:00-晚上20:00、國定假日休假,https://www.galerdo.net/,"快樂島股份有限公司於2019年在美國註冊成立運動科技品牌-卡洛動Galerdo, 自主研發骨傳導聲學技術、游泳追蹤辨識技術、人工智慧水下語音助理技術、水下通訊技術，我們為運動者打造適合各種運動使用的智慧語音運動穿戴設備，包括智能游泳耳機、骨傳導藍牙運動耳機等產品,目前已掌握26項專利, 其中有 7項發明 , 11項新型, 6項設計以及2項軟體著作權。",,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
352,永春活力館,110 臺北市信義區松山路342巷13號1樓,227565819,12:00-21:00(週日、一休館),https://xysc.teamxports.com/,"永春活力館為創新社區型運動據點，提供在地服務以及在地老化構想的高齡前瞻服務。 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_桌球,水域運動_其他水域運動,售票平台,傳播媒體,其他_運動舞蹈","運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_桌球,水域運動_其他水域運動,售票平台,傳播媒體,其他_運動舞蹈",運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
353,中國青年救國團臺北市文山運動中心,116 臺北市文山區興得里興隆路３段２２２號,222308268,26200876,https://wssc.cyc.org.tw/,"文山運動中心，為臺北市第12座運動中心。樓地板面積12,500平方公尺，地下二層、地上8層。2010年8月21日試營運，2010年8月29日正式啟用，。主要服務客群為大文山地區之市民。 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,格鬥類_其他格鬥類,目標類_其他目標類運動,水域運動_游泳,戶外運動類_攀岩,辦比賽,其他_運動舞蹈,其他_其他","運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,格鬥類_其他格鬥類,目標類_其他目標類運動,水域運動_游泳,戶外運動類_攀岩,辦比賽,其他_運動舞蹈,其他_其他",運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
354,Curves可爾姿 青年公園店,108 臺北市萬華區青年路30巷2-3號1樓,905789311,"一三二&五11:00-13:00,15:00-2100；六10:00-13:00",https://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動. 我們提供給女性簡單,快速又有效的運動方式, 透過有氧+肌力+伸展三合一的完整訓練, 在女性教練的陪伴之下,輕鬆養成運動習慣, 讓妳更健康,更自信,更快樂,是妳開始運動的第一選擇. *免費預約體驗 https://www.curves.com.tw *免費預約專線 : (02) 2337-9090 *請提前主動告知使用""政府優惠劵"" 店家保留最終活動抵扣服務,商品之解釋權利. 動滋券適用品項：",,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
355,鐵人工廠,105 臺北市松山區八德路三段8巷25號1樓,225795010,9:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"針對每個人的身體狀況及目標需求，專為您個人量身訂製全方位的健康目標達成計劃，提供專業的運動教練諮詢、營養管理、體態調整、運動放鬆等課程及高規格且多元化的硬體設備，讓您在安全又優質的環境中，輕鬆有效達成您個人的健康運動管理目標！! 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),水域運動_游泳,戶外運動類_馬拉松/路跑,戶外運動類_鐵人三項,戶外運動類_自由車,戶外運動類_極限運動,辦比賽","游泳,戶外運動類_馬拉松/路跑,戶外運動類_鐵人三項,戶外運動類_自由車,戶外運動類_極限運動,辦比賽",運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
356,緯來電視網股份有限公司,114 臺北市內湖區瑞光路480號3樓,287972879,0700~2200,https://www.videoland.com.tw/,"緯來電視網股份有限公司，通稱緯來電視網、緯來，是臺灣大型衛星電視頻道業者，成立於1982年，目前旗下計有體育台,育樂台,日本台,綜合台,戲劇台,電影台以及精采台共計七個頻道。其中緯來體育台更是國內有線電視最具代表性運動賽事播出頻道,轉播賽事含括CPBL中華職棒大聯盟,NBA美國職籃,MLB美國職棒,F1一級方程式賽車,T1職業籃球,UBA大專籃球聯賽等.另舉凡WBC世界棒球經典賽,Premier12世界12強棒球賽,亞洲運動會等大型國際賽事都可以看到緯來體育台的身影. 動滋券適用品項：運動保健,辦比賽,傳播媒體",運動保健,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
357,國立臺灣科學教育館,111 臺北市士林區士商路189號,266101234,09：00-17：00,https://www.ntsec.gov.tw/,組織使命是指組織在經濟社會發展中應擔任的角色與責任，是組織的基本性質與存在理由，為組織目標與經營策略制定依據，科教館的使命為「營造新奇、有趣、好玩、互動與動態的科學藝術探索基地」。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
358,臺北市玉泉公園游泳池,103 臺北市大同區西寧北路28號,225500996,05:30-21:30,https://kinglystar.tw,主要內容前往主要內容,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
359,愛爾達電視 ELTA TV影視,100 臺北市中正區光復里中華路１段４１號４樓,23411100,09:00-18:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,不管你是體育迷，還是影劇迷，甚至是愛爾達電視的忠實粉絲，【愛爾達電視/ELTA.TV】絕對是您收看線上影視服務優質首選！高畫質頻道直播、精彩隨選影音，多種選擇一次滿足，國內外熱門運動賽事LIVE，擁有NBA籃球、MLB棒球、中華職棒、BWF羽球、歐冠、歐霸足球、WTT桌球等優質賽事轉播、即時新聞動態、熱播連續劇、優質國際頻道、旅遊節目…多元豐富的頻道內容就在 ELTA 愛爾達！不論在家還是出門在外，用手機、電腦隨你看！ 動滋券適用品項：,,運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
360,中信兄弟售票網及臺北富邦勇士官方售票網及味全龍官方售票網,106 臺北市大安區信義路四段6號9樓,27841091,0900-1800,https://tix.brothers.tw/UTK0101_、https://tix.fubonbraves.com/UTK0101_,主要內容前往主要內容,,運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
361,GOLFIT高飛高爾夫,106 臺北市大安區安和路二段217巷3號1樓,916570987,09:00~22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,高爾夫是一種終身運動，高飛學院以包括具職業身分的堅強教練團為基礎，為每一位球友提供全方位的專業課程。 透過教練豐富的教學經驗，依照球友最迫切的需求，量身打造專屬課程！ 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
362,Petra Training,106 臺北市大安區仁愛路三段26-3號B1,227047597,週一至週五,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,Petra Training｜Petra 混合健身訓練 💫HYROX官方健身房 ⛺️健身房教會 Gym Church 🔹混合健身／客製化訓練 ｜Functional Fitness／Customized Training ｜團體課程 Group Classes ｜1-1／企業包班Group Training 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
363,南野子國際整合行銷有限公司,116 臺北市文山區仙岩路22巷21號4樓之1,912000143,早上10點-下午6點,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,南野子致力於以多角度方式推廣台灣體育運動，由林靜妮女士旅外多年後回國創立，過去曾在兩岸三地的運動行銷公司服務，服務的對象有國內外大型體育IP，各種單項體育運動會行銷推廣服務等，公司營業項目有賽事轉播，線上運動社群操作，體育推廣活動舉辦，運動公關宣傳服務等，是一間新營態的體育類型的整合行銷公司。 我們的服務項目有： 1.線上運動社群操作 2.體育運動推廣服務 3.運動公關宣傳服務 4.運動賽事轉播 5.運動觀光服務 6.運動整合行銷服務 動滋券適用品項：,,運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
364,鋭卡運動有限公司RecovSportsMassage,105 臺北市松山區南京東路4段185號5樓之1,227130383,13:00-21:00,https://recov.com.tw/,「RECOV」是 Recovery 的縮寫，意思是「恢復」，我們提供溫度與專業兼具的筋膜與肌肉放鬆服務，帶給您在身體上前所未有的感受，找回全新的自己。,,其他,其他,,,,,,,,,,,,,,,
365,KAT Fitess,110 臺北市信義區永吉路302號地下、地下之1,227656586,週一~週五09:00~23:30；週六~週日09:00~20:30,https://www.kattaiwan.com/,KAT一直致力於提供客製化且有效的體適能培訓課程，秉持著Know - 引進新知、Apply - 貫徹力行、Training - 專注培訓的原則培育優秀的私人教練，透過健身教育讓更多人擁有更健康的身體。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
366,游刃有魚,112 臺北市北投區明德路365號（學思樓2Ｆ）,2282866698,0900-2100,https://wiswim.tw/,我們是一家複合式運動場館，包含無邊際泳池課程的寶寶游泳、兒童游泳和成人魚式游泳及水療復原訓練，同時也有陸上肌力訓練、舞蹈以及各式瑜珈的學期式課程。,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
367,好習慣運動教室,105 臺北市松山區 松基里復興北路２１７號,227168620,09:00-22:00,https://www.hobbystudio.com.tw/,好習慣健康企業有限公司（好習慣運動教室），由胡孝新（Energy體適能講師），於2018年5月16日成立，團隊成員主要來自於國立臺灣師範大學體育研究所、國立臺北教育大學體育學系與臺灣藝術大學舞蹈系，主要營業項目為：培訓健身師資、創造系統課程、企業社區講座、線上視訊教學，與台北市市中心的兩家一樓店面，南京復興店（復興北路217號）、台北京站店（長安西路152號），現在服務的企業有：仁寶電腦、伊頓飛瑞、威健實業、研華科技、映象模具、安聯人壽、資誠會計、臺大EMBA、國巨企業、薩摩亞商宸展科技、世界先進、信源企業、啟點行銷。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
368,欣跳運動工作室,100 臺北市中正區忠孝東路一段11-2號3樓,909993463,10:00-21:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,主要內容前往主要內容,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
369,ensage,116 臺北市文山區指南路二段64號 (政大研究暨創新育成總中心4F) 350403,921334602,9:00~18:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"ensage是為了提供每一位喜愛單車運動的騎士所建立的垂直整合平台，我們提供補給車媒合、旅遊行程、在地嚮導、攝影與自行車器材購買等服務，並提供許多關於單車的知識內容及社交平台功能。 動滋券適用品項：戶外運動類_馬拉松/路跑,戶外運動類_自由車,運動旅遊業_旅行社運動遊程,辦比賽",戶外運動類_馬拉松/路跑,運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
370,REFINE 純淬健身,111 臺北市士林區中正路122號B1,28348058,0700-2300,https://www.refinefitness.com.tw/,"LOGO使用「燒杯中的啞鈴」來呈現提煉健康的進行式；期許透過[ REFINE ]能改善您的健身方式，獲得更有效率的健身效果與健康狀況之意涵。 動滋券適用品項：格鬥類_其他格鬥類,運動保健",格鬥類_其他格鬥類,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
371,臺北市南港運動中心,115 臺北市南港區合成里玉成街６９號,226532279,06:00-22:00,https://ngsc.cyc.org.tw/,臺北市南港運動中心為地上八層，地下四層之鋼構RC主體建築，緊臨松山火車站旁，位於松山、信義、南港三區交界處，交通便利(捷運:板南線後山埤站4號出口、松山線松山站4A出口)，為一全方位多功能綜合型之運動場館，以打造「健康活力台北城」為目標。,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
372,逸啟飛運動教育股份有限公司,110 臺北市信義區東興路51號11樓,233938113,10:00-17:00,https://www.impact.com.tw/about.aspx,IMPACT 逸啟飛運動教育成立於 2019 年 12 月，為展逸國際企業集團子公司。我們相信運動就是教育的一環，並且致力於運動與教育的整合。運動與教育不應該是選擇題，不是在光譜的兩邊，它更像是一題申論題，兩個面向都要回答，因為我們衷心相信認為均衡發展的運動教育能夠成就更好的人，更好的自己。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
373,Curves復興民權店,105 臺北市松山區復興北路331號2樓,225093303,12:00~13:30 16:00~20:30 (六)10:30~13:30,http://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (分店電話) *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
374,練功房 The Pain Cave,104 臺北市中山區 晴光里林森北路６１２號２樓,925105206,週一至週五 06:30~21:30 週六至週日 13:30~18:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,練功房，英文原文為 Pain Cave，國外三鐵選手或自行車選手以此暱稱自己的訓練場所。而這間練功房，就是為學員打造的訓練天地，希望每個人來到這裡，透過訓練的刺激，提升體能，改善生活品質。,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
375,Self room Work Out Place,105 臺北市松山區市民大道六段131號,225281698,07:00-24:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,主要內容前往主要內容,,其他,其他,,,,,,,,,,,,,,,
376,DREAM FiT 夢啟動健身運動會館,114 臺北市內湖區內湖路一段118號,,,,,,運動保健業,場館/課程,,,,,,,,,,,,,,,
377,愛表現體能學院,104 臺北市中山區朱崙街60號B1,,,,,,其他,其他,,,,,,,,,,,,,,,
378,舞動陽光成德國中運動中心,115 臺北市南港區成福里東新街１０８巷２３號,227825000,全年05:30-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,聯絡電話：02-27825000 所在地址：台北市南港區東新街108巷23號 室內溫水游泳池全年對外開放 運動中心內綜合球場可租賃羽球、排球、足球、籃球、桌球與企業運動會、畢業典禮等運動場地租借活動。 動滋券適用品項：,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
379,夢想體育學院松山國小館,105 臺北市松山區八德路四段746號,225286575,06:00~22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,松山國小室內溫水游泳池由駿斯運動事業股份有限公司經營，為25公尺室內溫水游泳池，附設蒸氣室烤箱、SPA水療池、冷熱水池、兒童戲水池、岩盤浴遠紅外線烤箱，並提供置物櫃租借。 動滋券適用品項：,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
380,運動國際股份有限公司,108 臺北市萬華區水源路199號,23053800,05:30~22:00,https://winpoweryouthpark.com.tw/,結合四大主題 包含「親子水上世界」「多功能全齡運動中心」「全民高爾夫運動推廣中心」「多功能網球中心」 提供全面向的運動服務體驗 動滋券適用品項：,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
381,FORCE運動空間,100 臺北市中正區南昌路一段123號2樓之二,223969996,1000-2100,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,Force創立於2014年11月，在這邊的每位教練都擁有豐富的專業教學經驗、充滿熱忱。 我們的使命是幫助幫助每位學員在安全、適當的訓練下，達到健康、自信、並擁有理想的身材。,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
382,森林跑站,106 臺北市大安區 龍安里新生南路2段60號,223218834,週二-週四 17:30-21:30,https://www.runbase.com.tw/,位於大安森林公園旁的旗艦店，於2015年創立。佔地110坪的寬敞空間，致力於提供完善的跑者服務。設有寄物櫃、淋浴間等硬體設備。並提供跑步課程。週末也會不定期舉辦講座、訓練營等活動。,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
383,好時光女生運動樂園 松江樂園,104 臺北市中山區興雅里長安東路二段49號2樓,225629047,10:00-22:00,https://goodtime.com.tw/,☆運動輕鬆上手，邊動邊笑沒煩惱☆女性專屬，妳最好玩運動新體驗☆空中瑜伽、皮拉提斯、zumba、TRX 任妳選☆ 動滋券適用品項：,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
384,喬盛體育用品有限公司,110 臺北市信義區莊敬路310號1樓,227221233,1000-2130,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"本店屬實體販售體育相關用品及運動醫療保健護具及年代售票系統合約廠商,並在相關產業經營多年, 動滋券適用品項：",,運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
385,窩Wo Fitness,106 臺北市大安區羅斯福路三段79號,223655090,10:00~22:00,https://www.wofitness.com.tw/,比家更好窩的健身房 提供乾淨整潔的舒適環境 透明公開的收費模式 專業細心的教學 全心全意只為打造更好的您 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
386,Curves可爾姿景美店(好享瘦國際有限公司),116 臺北市文山區景文街46-1號3樓,29315118,"11:00~13:00,15:00~21:00",https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (分店電話) *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
387,北投亞太飯店,112 臺北市北投區幽雅路31號,228983088,00:00-24:00,https://www.apresort.com.tw/,北投亞太飯店請來日籍建築師廣澤榮一操刀設計，融合了北投在地溫泉與原民文化，建築外觀採用簡約黑白兩色，表現凱達格蘭族黑板岩建築特色與北投溫泉煙霧氤氳之感。140間現代日式禪風客房，將日人泡湯文化落實在客房設計細節中，讓人有一秒到日本的驚喜感，透過暖色系實木家具、地板鋪陳日式溫泉飯店低調奢華的細緻質感。,,其他,其他,,,,,,,,,,,,,,,
388,Curves 可爾姿松山店,105 臺北市松山區 慈祐里八德路４段６６６號４樓,227483117,週一~週五11:00-13:30&16:00-20:30/週六 10-13:00,https://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *預約專線：0227483117 *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利 動滋券適用品項：",,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
389,台灣走透休閒事業股份有限公司,115 臺北市南港區福德街310巷50號,227856155,AM9:00~PM18:00,http://www.taiwandiscovery.com.tw/,"台灣走透休閒事業成立於 2012 年, 成立的宗旨, 希望將台灣得天獨厚的天然美景, 結合健康快樂的戶外活動與休閒, 介紹給台灣和全世界的人們。",,運動保健業,場館/課程,,,,,,,,,,,,,,,
390,臺北市松山運動中心,105 臺北市松山區敦化北路1號,266176789,0600-2200,http://sssc.com.tw/,為臺北市第9座啟用的運動中心，自98 年11月1日開幕。前身為聽障奧運的比賽場地。 中心規劃有體適能健身中心、舞蹈教室，還有兩座游泳池，一座可供民眾休閒使用，另 一座是台北市唯一可以作跳水、水球、水中芭蕾訓練使用的游泳池，也可以從事室內水 上課程，如：獨木舟、滑水、潛水等。並提供運動選手培訓及國內外運動賽事舉辦。 挑高的鯨魚造型環保建築，結合多功能休閒運動設施，並有駐場教練提供各項運動設備 的專業諮詢或檢測，市民不用花大錢也能輕鬆簡單地享有五星級品質的設備及服務。中 心規劃設計一系列運動課程、公益講座、研習課程、回饋互動活動，提供多元的運動服 務及體驗，讓市民能接近運動、喜歡運動、更樂於分享運動，達成只要想運動，時時可 運動的理想。 未來松山區體育發展，將以臺北市體育局的觀點出發，透過松山運動中心經營運作，主 動配合各項地方體育運動發展，除培訓運動人才選手外，松山運動中心很榮幸能藉由推 廣運動休閒文化之涵養，團聚社區活力、塑造身心靈健康的美麗城市。 動滋券適用品項：,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
391,EZOUTDOOR戶外活動報名專家,106 臺北市大安區忠孝東路4段142號2樓之1,227715771,網站24小時營業,https://www.ezoutdoor.com.tw,EZOUTDOOR成立於2014年，發跡於台灣台北市，為專門提供戶外活動體驗與行程的售票平台，並致力成為台灣最大的戶外活動推廣平台。 藉由數位化整合出一站式平台以滿足旅遊的所有需求，彙集台灣各種戶外及運動的資源 (教練、商家、行程、服務) 給廣大的戶外用戶族群，提供給每一位熱愛台灣土地、熱愛戶外活動的玩家，一次不凡的完美體驗！ 動滋券適用品項：,,運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
392,SHAPER MAN-ACTIVE GIRL 健身運動工作室,108 臺北市萬華區成都路4號11樓,223121015,12:00-20:00,https://www.shaperman.com/,台灣自有品牌SHAPER MAN，ACTIVE GIRL 健身運動工作室，設有空中瑜珈、瑜珈、肌力訓練、滾筒放鬆、等課程。並代理德國BLACKROLL及美國KTtape等居家訓練用品，提供網站及門市供消費者選購。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
